"","source","confidence","target","mor"
"24464","RUNX1","B","PHACTR1",0.5
"24465","RUNX1","B","PHC2",0.5
"24466","RUNX1","B","PHLPP1",0.5
"24467","RUNX1","C","PIK3AP1",0.333333333333333
"24468","RUNX1","B","PIK3R1",0.5
"24469","RUNX1","C","PIM1",0.333333333333333
"24470","RUNX1","B","PIP4K2A",0.5
"24471","RUNX1","B","PKIG",0.5
"24472","RUNX1","C","PLA2G4E",0.333333333333333
"24473","RUNX1","B","PLCB1",0.5
"24474","RUNX1","B","PLCL2",0.5
"24475","RUNX1","B","PLEC",0.5
"24476","RUNX1","B","PLXNA2",0.5
"24477","RUNX1","B","POLR1A",0.5
"24478","RUNX1","B","PPM1H",0.5
"24479","RUNX1","B","PREX1",0.5
"24480","RUNX1","B","PRKCE",0.5
"24481","RUNX1","B","PRKCH",0.5
"24482","RUNX1","B","PSMA1",0.5
"24483","RUNX1","C","PTCH1",0.333333333333333
"24484","RUNX1","B","PTK2",0.5
"24485","RUNX1","B","PTK2B",0.5
"24486","RUNX1","B","PTP4A2",0.5
"24487","RUNX1","B","PTPRE",0.5
"24488","RUNX1","C","PTTG1IP",0.333333333333333
"24489","RUNX1","C","RAB27A",0.333333333333333
"24490","RUNX1","B","RAB27B",0.5
"24491","RUNX1","B","RABGAP1L",0.5
"24492","RUNX1","B","RAD51B",0.5
"24493","RUNX1","B","RAI1",0.5
"24494","RUNX1","B","RAP1GAP2",0.5
"24495","RUNX1","C","RAPGEF4",0.333333333333333
"24496","RUNX1","B","RASSF5",0.5
"24497","RUNX1","C","RBMS1",0.333333333333333
"24498","RUNX1","B","RERE",0.5
"24499","RUNX1","B","RGS12",0.5
"24500","RUNX1","B","RGS3",0.5
"24501","RUNX1","B","RGS6",0.5
"24502","RUNX1","B","RGS9",0.5
"24503","RUNX1","B","RIN3",0.5
"24504","RUNX1","C","RNASE10",0.333333333333333
"24505","RUNX1","B","RNASEH2B",0.5
"24506","RUNX1","C","RNF43",0.333333333333333
"24507","RUNX1","A","RORC",1
"24508","RUNX1","C","RPS3A",0.333333333333333
"24509","RUNX1","B","RPTOR",0.5
"24510","RUNX1","B","SAMD4A",0.5
"24511","RUNX1","B","SCARB1",0.5
"24512","RUNX1","C","SCRN1",0.333333333333333
"24513","RUNX1","B","SEMA4D",0.5
"24514","RUNX1","B","SEPTIN9",0.5
"24515","RUNX1","B","SERINC5",0.5
"24516","RUNX1","B","SGMS1",0.5
"24517","RUNX1","C","SH3BP2",0.333333333333333
"24518","RUNX1","B","SH3BP5",0.5
"24519","RUNX1","B","SH3KBP1",0.5
"24520","RUNX1","B","SH3TC1",0.5
"24521","RUNX1","B","SHANK2",0.5
"24522","RUNX1","C","SHPRH",0.333333333333333
"24523","RUNX1","B","SIL1",0.5
"24524","RUNX1","B","SIPA1L1",0.5
"24525","RUNX1","B","SIPA1L2",0.5
"24526","RUNX1","B","SLA",0.5
"24527","RUNX1","C","SLC25A24",0.333333333333333
"24528","RUNX1","C","SLC25A46",0.333333333333333
"24529","RUNX1","B","SLC38A1",0.5
"24530","RUNX1","B","SLC39A11",0.5
"24531","RUNX1","B","SLCO3A1",0.5
"24532","RUNX1","B","SLX4IP",0.5
"24533","SMAD3","C","RUNX1",0.333333333333333
"24534","RUNX1","A","SMAD3",1
"24535","RUNX1","B","SMARCA2",0.5
"24536","RUNX1","B","SMG6",0.5
"24537","RUNX1","B","SMYD3",0.5
"24538","RUNX1","B","SND1",0.5
"24539","RUNX1","C","SORL1",0.333333333333333
"24540","SOX11","C","RUNX1",0.333333333333333
"24541","RUNX1","B","SPIDR",0.5
"24542","RUNX1","B","SPRED2",0.5
"24543","RUNX1","B","SPTBN1",0.5
"24544","RUNX1","B","SRC",0.5
"24545","RUNX1","B","SRSF5",0.5
"24546","RUNX1","B","SSBP2",0.5
"24547","STAT3","C","RUNX1",0.333333333333333
"24548","RUNX1","C","STAT3",0.333333333333333
"24549","RUNX1","B","STIM1",0.5
"24550","RUNX1","B","STIM2",0.5
"24551","RUNX1","B","STON2",0.5
"24552","RUNX1","C","SVIL",0.333333333333333
"24553","RUNX1","B","SYK",0.5
"24554","RUNX1","C","TASOR",0.333333333333333
"24555","RUNX1","B","TBC1D1",0.5
"24556","RUNX1","B","TBC1D14",0.5
"24557","RUNX1","B","TBXAS1",0.5
"24558","RUNX1","C","TCF7",0.333333333333333
"24559","RUNX1","C","TCP11L1",0.333333333333333
"24560","TFAP2C","B","RUNX1",0.5
"24561","RUNX1","C","TFDP2",0.333333333333333
"24562","RUNX1","B","THADA",0.5
"24563","RUNX1","B","TIAM1",0.5
"24564","RUNX1","B","TIAM2",0.5
"24565","RUNX1","C","TIMM23B",0.333333333333333
"24566","RUNX1","C","TLDC2",0.333333333333333
"24567","RUNX1","B","TLE4",0.5
"24568","RUNX1","B","TLK1",0.5
"24569","RUNX1","B","TMEM163",0.5
"24570","RUNX1","C","TMEM182",0.333333333333333
"24571","RUNX1","C","KRT10-AS1",0.333333333333333
"24572","RUNX1","B","TNFSF8",0.5
"24573","RUNX1","B","TNRC18",0.5
"24574","RUNX1","C","TNS1",0.333333333333333
"24575","RUNX1","C","TOP1MT",0.333333333333333
"24576","RUNX1","C","TOX",0.333333333333333
"24577","RUNX1","B","TOX2",0.5
"24578","RUNX1","B","TPRG1",0.5
"24579","RUNX1","C","TRABD2A",0.333333333333333
"24580","RUNX1","C","TRAF3IP3",0.333333333333333
"24581","RUNX1","B","TTC7A",0.5
"24582","RUNX1","C","UBASH3B",0.333333333333333
"24583","RUNX1","C","UBE3D",0.333333333333333
"24584","RUNX1","C","ULK4",0.333333333333333
"24585","RUNX1","C","UMODL1",0.333333333333333
"24586","RUNX1","B","UST",0.5
"24587","RUNX1","B","VAV3",0.5
"24588","RUNX1","B","VPS13D",0.5
"24589","RUNX1","C","WDR27",0.333333333333333
"24590","RUNX1","C","WNT5B",0.333333333333333
"24591","XBP1","C","RUNX1",0.333333333333333
"24592","RUNX1","C","XXYLT1",0.333333333333333
"24593","RUNX1","B","XYLT1",0.5
"24594","RUNX1","C","YIPF7",0.333333333333333
"24595","RUNX1","B","ZBTB16",0.5
"24596","RUNX1","B","ZBTB7C",0.5
"24597","RUNX1","B","ZEB2",0.5
"24598","RUNX1","B","ZMIZ1",0.5
"24599","RUNX1","C","ZNF827",0.333333333333333
"24600","RUNX1","B","ZNRF1",0.5
"24601","RUNX1","C","ZPLD1",0.333333333333333
"24602","RUNX2","C","AFF3",0.333333333333333
"24603","RUNX2","C","ALCAM",0.333333333333333
"24604","RUNX2","C","AMPD3",0.333333333333333
"24605","RUNX2","C","ANKRD44",0.333333333333333
"24606","RUNX2","C","APP",0.333333333333333
"24607","RUNX2","C","ATP8B4",0.333333333333333
"24608","RUNX2","C","CACNA1C",0.333333333333333
"24609","RUNX2","C","CBLB",0.333333333333333
"24610","RUNX2","C","CDH11",0.333333333333333
"24611","RUNX2","C","CHN2",0.333333333333333
"24612","RUNX2","C","COL14A1",0.333333333333333
"24613","RUNX2","C","CSGALNACT1",0.333333333333333
"24614","RUNX2","C","CUEDC1",0.333333333333333
"24615","RUNX2","C","DOCK10",0.333333333333333
"24616","RUNX2","C","DOCK2",0.333333333333333
"24617","RUNX2","C","DPYD",0.333333333333333
"24618","RUNX2","C","FARP1",0.333333333333333
"24619","RUNX2","C","FAT1",0.333333333333333
"24620","RUNX2","C","GLI3",0.333333333333333
"24621","RUNX2","C","GRAMD2B",0.333333333333333
"24622","RUNX2","C","GULP1",0.333333333333333
"24623","RUNX2","C","HMCN1",0.333333333333333
"24624","RUNX2","B","ITGBL1",0.5
"24625","RUNX2","C","ITPR1",0.333333333333333
"24626","RUNX2","C","KIAA1217",0.333333333333333
"24627","RUNX2","C","LRIG1",0.333333333333333
"24628","RUNX2","C","MAPKAP1",0.333333333333333
"24629","RUNX2","C","MET",0.333333333333333
"24630","RUNX2","C","MICAL2",0.333333333333333
"24631","RUNX2","C","MID1",0.333333333333333
"24632","RUNX2","C","MRPS27",0.333333333333333
"24633","RUNX2","C","MYOF",0.333333333333333
"24634","RUNX2","C","NABP1",0.333333333333333
"24635","RUNX2","C","NEDD4L",0.333333333333333
"24636","RUNX2","C","NRG1",0.333333333333333
"24637","RUNX2","C","OSBPL3",0.333333333333333
"24638","RUNX2","C","PACSIN2",0.333333333333333
"24639","RUNX2","C","PAPPA",0.333333333333333
"24640","RUNX2","C","PIP4K2A",0.333333333333333
"24641","RUNX2","C","PLCB1",0.333333333333333
"24642","RUNX2","B","PSD3",0.5
"24643","RUNX2","C","PTK2",0.333333333333333
"24644","RUNX2","C","PTPRM",0.333333333333333
"24645","RUNX2","C","RBMS3",0.333333333333333
"24646","RUNX2","C","RFTN1",0.333333333333333
"24647","RUNX2","C","SEMA5A",0.333333333333333
"24648","RUNX2","C","SVIL",0.333333333333333
"24649","RUNX2","C","TBXAS1",0.333333333333333
"24650","RUNX2","C","TCF4",0.333333333333333
"24651","RUNX2","C","TENM2",0.333333333333333
"24652","RUNX2","C","TIAM2",0.333333333333333
"24653","RUNX2","C","TLE4",0.333333333333333
"24654","RUNX2","C","TNS1",0.333333333333333
"24655","RUNX2","C","TPRG1",0.333333333333333
"24656","RUNX2","C","TSPAN5",0.333333333333333
"24657","RUNX2","C","WIPF1",0.333333333333333
"24658","RUNX2","C","WNT5B",0.333333333333333
"24659","RUNX3","C","AFF3",0.333333333333333
"24660","RUNX3","C","AMPD3",0.333333333333333
"24661","RUNX3","C","ARHGAP10",0.333333333333333
"24662","RUNX3","C","ARID1A",0.333333333333333
"24663","RUNX3","C","ARID5B",0.333333333333333
"24664","RUNX3","C","BMAL1",0.333333333333333
"24665","RUNX3","C","BATF",0.333333333333333
"24666","RUNX3","C","BCR",0.333333333333333
"24667","RUNX3","C","BLK",0.333333333333333
"24668","RUNX3","C","BTLA",0.333333333333333
"24669","RUNX3","C","CACNA1E",0.333333333333333
"24670","RUNX3","C","CACNB4",0.333333333333333
"24671","RUNX3","C","CAMK4",0.333333333333333
"24672","RUNX3","C","CCDC88C",0.333333333333333
"24673","RUNX3","C","CD226",0.333333333333333
"24674","RUNX3","C","CD44",0.333333333333333
"24675","RUNX3","C","CD86",0.333333333333333
"24676","RUNX3","C","CDC42SE2",0.333333333333333
"24677","RUNX3","C","CDKAL1",0.333333333333333
"24678","RUNX3","C","CDYL",0.333333333333333
"24679","RUNX3","B","CIITA",0.5
"24680","RUNX3","C","CLNK",0.333333333333333
"24681","RUNX3","C","CMTM7",0.333333333333333
"24682","RUNX3","C","CXCR4",0.333333333333333
"24683","RUNX3","C","CYTH1",0.333333333333333
"24684","RUNX3","B","CYTIP",0.5
"24685","RUNX3","C","DOCK10",0.333333333333333
"24686","RUNX3","B","DOCK2",0.5
"24687","RUNX3","C","ERN1",0.333333333333333
"24688","RUNX3","B","FYN",0.5
"24689","RUNX3","C","GRAP2",0.333333333333333
"24690","RUNX3","C","HDAC4",0.333333333333333
"24691","RUNX3","C","HDAC9",0.333333333333333
"24692","RUNX3","C","IKZF1",0.333333333333333
"24693","RUNX3","C","IKZF3",0.333333333333333
"24694","RUNX3","C","IL10RA",0.333333333333333
"24695","RUNX3","C","IL16",0.333333333333333
"24696","RUNX3","C","IL21R",0.333333333333333
"24697","RUNX3","C","INPP5D",0.333333333333333
"24698","RUNX3","C","IQSEC1",0.333333333333333
"24699","RUNX3","C","IRAG2",0.333333333333333
"24700","RUNX3","C","ITK",0.333333333333333
"24701","RUNX3","C","ITPR1",0.333333333333333
"24702","RUNX3","C","JARID2",0.333333333333333
"24703","RUNX3","C","KCNN3",0.333333333333333
"24704","RUNX3","C","KLHL6",0.333333333333333
"24705","RUNX3","C","KLRD1",0.333333333333333
"24706","RUNX3","C","LAPTM5",0.333333333333333
"24707","RUNX3","C","LEF1",0.333333333333333
"24708","RUNX3","C","LYN",0.333333333333333
"24709","RUNX3","C","MAPKAP1",0.333333333333333
"24710","RUNX3","C","METTL8",0.333333333333333
"24711","RUNX3","C","MLLT3",0.333333333333333
"24712","RUNX3","C","NAV2",0.333333333333333
"24713","RUNX3","C","NEDD4L",0.333333333333333
"24714","RUNX3","C","NFATC2",0.333333333333333
"24715","RUNX3","C","NRCAM",0.333333333333333
"24716","RUNX3","C","OSBPL3",0.333333333333333
"24717","RUNX3","C","P2RY8",0.333333333333333
"24718","RUNX3","C","PACSIN2",0.333333333333333
"24719","RUNX3","C","PDE4B",0.333333333333333
"24720","RUNX3","C","PIK3R5",0.333333333333333
"24721","RUNX3","C","PLCG2",0.333333333333333
"24722","RUNX3","C","PLCL2",0.333333333333333
"24723","RUNX3","C","PMAIP1",0.333333333333333
"24724","RUNX3","C","POU2AF1",0.333333333333333
"24725","RUNX3","C","PREX1",0.333333333333333
"24726","RUNX3","C","PRKCB",0.333333333333333
"24727","RUNX3","C","PRR5L",0.333333333333333
"24728","RUNX3","C","PTK2",0.333333333333333
"24729","RUNX3","C","PTK2B",0.333333333333333
"24730","RUNX3","C","RHOH",0.333333333333333
"24731","RUNX3","C","RIN3",0.333333333333333
"24732","RUNX3","C","SAMSN1",0.333333333333333
"24733","RUNX3","C","SEMA4D",0.333333333333333
"24734","RUNX3","C","SKAP1",0.333333333333333
"24735","RUNX3","C","SLAMF1",0.333333333333333
"24736","RUNX3","C","SMAD3",0.333333333333333
"24737","RUNX3","C","SMG6",0.333333333333333
"24738","RUNX3","C","SP140",0.333333333333333
"24739","RUNX3","C","ST6GAL1",0.333333333333333
"24740","RUNX3","C","ST8SIA4",0.333333333333333
"24741","RUNX3","C","STK10",0.333333333333333
"24742","RUNX3","C","SYNE1",0.333333333333333
"24743","RUNX3","B","TCF7",0.5
"24744","RUNX3","C","TCTN1",0.333333333333333
"24745","RUNX3","C","TIAM2",0.333333333333333
"24746","RUNX3","C","UXS1",0.333333333333333
"24747","RUNX3","C","WIPF1",0.333333333333333
"24748","RUNX3","C","XXYLT1",0.333333333333333
"24749","RXRA","C","ACTN1",0.333333333333333
"24750","RXRA","C","ADAP1",0.333333333333333
"24751","RXRA","C","AHNAK",0.333333333333333
"24752","RXRA","C","ANK3",0.333333333333333
"24753","RXRA","C","APOA5",0.333333333333333
"24754","RXRA","C","ATP2B2",0.333333333333333
"24755","RXRA","C","C20orf204",0.333333333333333
"24756","RXRA","B","CPT1A",0.5
"24757","RXRA","C","CPT1C",0.333333333333333
"24758","RXRA","C","CTDSP1",0.333333333333333
"24759","RXRA","C","CYP27A1",0.333333333333333
"24760","RXRA","C","DHRS3",0.333333333333333
"24761","RXRA","C","FOXP1",0.333333333333333
"24762","RXRA","C","GALNT2",0.333333333333333
"24763","RXRA","C","GSE1",0.333333333333333
"24764","RXRA","C","HPCAL1",0.333333333333333
"24765","RXRA","C","JADE2",0.333333333333333
"24766","RXRA","C","KAZN",0.333333333333333
"24767","RXRA","C","KLF13",0.333333333333333
"24768","RXRA","C","KSR1",0.333333333333333
"24769","RXRA","C","LRP5",0.333333333333333
"24770","RXRA","C","MAD1L1",0.333333333333333
"24771","RXRA","C","MAPKAP1",0.333333333333333
"24772","RXRA","C","MBNL3",0.333333333333333
"24773","RXRA","C","MET",0.333333333333333
"24774","RXRA","C","MKNK2",0.333333333333333
"24775","RXRA","C","MOB3A",0.333333333333333
"24776","RXRA","C","MTUS1",0.333333333333333
"24777","RXRA","C","MYLK",0.333333333333333
"24778","RXRA","C","NACC2",0.333333333333333
"24779","RXRA","C","NDST1",0.333333333333333
"24780","RXRA","C","NFIA",0.333333333333333
"24781","RXRA","C","NFIC",0.333333333333333
"24782","RXRA","A","NR1H3",1
"24783","RXRA","C","NREP",0.333333333333333
"24784","RXRA","C","PDGFC",0.333333333333333
"24785","RXRA","C","PHACTR2",0.333333333333333
"24786","RXRA","C","PLCB1",0.333333333333333
"24787","RXRA","B","PLIN2",0.5
"24788","RXRA","C","PLIN5",0.333333333333333
"24789","RXRA","C","PLXNA2",0.333333333333333
"24790","RXRA","C","PLXNB2",0.333333333333333
"24791","RXRA","C","PTPRF",0.333333333333333
"24792","RXRA","C","RAI14",0.333333333333333
"24793","RXRA","B","RARB",0.5
"24794","RXRA","C","RBPJ",0.333333333333333
"24795","RXRA","C","RERE",0.333333333333333
"24796","RXRA","C","RHO",0.333333333333333
"24797","RXRA","C","SCAP",0.333333333333333
"24798","RXRA","C","SEPTIN9",0.333333333333333
"24799","RXRA","C","SKI",0.333333333333333
"24800","RXRA","C","SLC25A6",0.333333333333333
"24801","RXRA","C","SMAD3",0.333333333333333
"24802","RXRA","B","SORBS1",0.5
"24803","RXRA","C","SPATS2",0.333333333333333
"24804","RXRA","C","SULT2B1",0.333333333333333
"24805","RXRA","C","TCEA2",0.333333333333333
"24806","RXRA","C","TFEB",0.333333333333333
"24807","RXRA","C","TLN2",0.333333333333333
"24808","RXRA","C","TNIP1",0.333333333333333
"24809","RXRA","C","TNS3",0.333333333333333
"24810","RXRA","C","TP53INP2",0.333333333333333
"24811","RXRA","B","UBC",0.5
"24812","RXRA","C","VMP1",0.333333333333333
"24813","RXRA","C","VPS54",0.333333333333333
"24814","RXRA","C","ZBTB7B",0.333333333333333
"24815","RXRA","C","ZMIZ1",0.333333333333333
"24816","RXRA","C","ZNF395",0.333333333333333
"24817","RXRB","C","ANGPTL4",0.333333333333333
"24818","RXRB","C","APOA5",0.333333333333333
"24819","RXRB","C","CPT1C",0.333333333333333
"24820","RXRB","C","CYP27A1",0.333333333333333
"24821","RXRB","C","PLIN5",0.333333333333333
"24822","RXRB","C","SORBS1",0.333333333333333
"24823","RXRG","C","ANGPTL4",0.333333333333333
"24824","RXRG","C","APOA5",0.333333333333333
"24825","RXRG","C","APOC3",0.333333333333333
"24826","RXRG","C","CPT1C",0.333333333333333
"24827","RXRG","C","PCK1",0.333333333333333
"24828","RXRG","C","PLIN5",0.333333333333333
"24829","RXRG","C","SORBS1",0.333333333333333
"24830","SATB1","C","FOXP2",0.333333333333333
"24831","SATB1","C","FRYL",0.333333333333333
"24832","SATB1","C","JMY",0.333333333333333
"24833","SATB1","C","NUMA1",0.333333333333333
"24834","SATB1","C","SAMD12",0.333333333333333
"24835","SATB1","C","TMEM245",0.333333333333333
"24836","SATB1","C","ZBTB44",0.333333333333333
"24837","SATB1","C","ZNF827",0.333333333333333
"24838","SIX2","C","CABLES1",0.333333333333333
"24839","SIX2","C","CCDC80",0.333333333333333
"24840","SIX2","C","CLDN14",0.333333333333333
"24841","SIX2","C","CLVS1",0.333333333333333
"24842","SIX2","C","CNTN5",0.333333333333333
"24843","SIX2","C","COL13A1",0.333333333333333
"24844","SIX2","C","CPNE4",0.333333333333333
"24845","SIX2","C","CTNNA2",0.333333333333333
"24846","SIX2","C","DCLK1",0.333333333333333
"24847","SIX2","C","DOCK9",0.333333333333333
"24848","SIX2","C","DPP6",0.333333333333333
"24849","SIX2","C","ETV1",0.333333333333333
"24850","SIX2","C","ETV6",0.333333333333333
"24851","SIX2","C","FBLN1",0.333333333333333
"24852","SIX2","C","FGFR2",0.333333333333333
"24853","SIX2","C","FRMD4B",0.333333333333333
"24854","SIX2","C","GALNT10",0.333333333333333
"24855","SIX2","C","GSE1",0.333333333333333
"24856","SIX2","C","ITPR1",0.333333333333333
"24857","SIX2","C","KANK1",0.333333333333333
"24858","SIX2","C","KAZN",0.333333333333333
"24859","SIX2","C","KIAA1217",0.333333333333333
"24860","SIX2","C","LTBP1",0.333333333333333
"24861","SIX2","C","MTSS1",0.333333333333333
"24862","SIX2","C","MYCBP2",0.333333333333333
"24863","SIX2","C","NEDD4L",0.333333333333333
"24864","SIX2","C","NRG1",0.333333333333333
"24865","SIX2","C","NRXN1",0.333333333333333
"24866","SIX2","C","PRKCH",0.333333333333333
"24867","SIX2","C","RIMS2",0.333333333333333
"24868","SIX2","C","SIX1",0.333333333333333
"24869","SIX2","C","SYNE1",0.333333333333333
"24870","SIX2","C","TBC1D1",0.333333333333333
"24871","SIX2","C","THSD4",0.333333333333333
"24872","SIX2","C","TRAPPC9",0.333333333333333
"24873","SIX2","C","TTC39B",0.333333333333333
"24874","SIX2","C","ZBTB7C",0.333333333333333
"24875","SIX2","C","ZMIZ1",0.333333333333333
"24876","SIX2","B","ZNF423",0.5
"24877","SIX5","C","APBA3",0.333333333333333
"24878","SIX5","C","BAHCC1",0.333333333333333
"24879","SIX5","C","BCAT2",0.333333333333333
"24880","SIX5","C","BOLA1",0.333333333333333
"24881","SIX5","C","FAM168A",0.333333333333333
"24882","SIX5","C","FUZ",0.333333333333333
"24883","SIX5","C","IRF2BP1",0.333333333333333
"24884","SIX5","C","MAF1",0.333333333333333
"24885","SIX5","C","MAMSTR",0.333333333333333
"24886","SIX5","C","MED25",0.333333333333333
"24887","SIX5","C","MGRN1",0.333333333333333
"24888","SIX5","C","NME4",0.333333333333333
"24889","SIX5","C","RFX1",0.333333333333333
"24890","SIX5","C","SCRIB",0.333333333333333
"24891","SIX5","C","SH2B1",0.333333333333333
"24892","SIX5","C","SLC4A2",0.333333333333333
"24893","SIX5","C","SPHK2",0.333333333333333
"24894","SIX5","C","TBC1D17",0.333333333333333
"24895","SIX5","C","TCEA2",0.333333333333333
"24896","SIX5","C","THAP11",0.333333333333333
"24897","SIX5","C","TSPAN4",0.333333333333333
"24898","SIX5","C","ZNF219",0.333333333333333
"24899","SIX5","C","ZNF500",0.333333333333333
"24900","SIX5","C","ZNF524",0.333333333333333
"24901","SIX5","C","ZNF837",0.333333333333333
"24902","SMAD1","C","ARHGEF3",0.333333333333333
"24903","SMAD1","C","ARID1A",0.333333333333333
"24904","SMAD1","C","CTNNB1",0.333333333333333
"24905","SMAD1","B","GDF15",0.5
"24906","SMAD1","C","IGF2R",0.333333333333333
"24907","SMAD1","C","LYN",0.333333333333333
"24908","SMAD1","C","MRPS27",0.333333333333333
"24909","SMAD1","C","STK32B",0.333333333333333
"24910","TAL1","C","SMAD1",0.333333333333333
"24911","SMAD1","C","TANC1",0.333333333333333
"24912","SMAD1","C","XPO7",0.333333333333333
"24913","SMAD1","B","ZEB2",0.5
"24914","SMAD1","C","ZNF521",0.333333333333333
"24915","SMAD3","C","ABCA4",0.333333333333333
"24916","SMAD3","C","AFAP1",0.333333333333333
"24917","SMAD3","C","ANK3",0.333333333333333
"24918","SMAD3","C","ARHGAP42",0.333333333333333
"24919","SMAD3","C","ARHGEF3",0.333333333333333
"24920","SMAD3","C","CAMK2D",0.333333333333333
"24921","SMAD3","C","CHD2",0.333333333333333
"24922","SMAD3","C","CHST15",0.333333333333333
"24923","SMAD3","B","CMIP",0.5
"24924","SMAD3","C","EMP1",0.333333333333333
"24925","SMAD3","C","ETS2",0.333333333333333
"24926","SMAD3","C","FNDC3B",0.333333333333333
"24927","SMAD3","C","GFPT2",0.333333333333333
"24928","SMAD3","B","GLIS3",0.5
"24929","SMAD3","B","GPRC5A",0.5
"24930","SMAD3","C","HIVEP2",0.333333333333333
"24931","SMAD3","C","HRH1",0.333333333333333
"24932","SMAD3","C","IGF2BP2",0.333333333333333
"24933","SMAD3","C","IL12RB1",0.333333333333333
"24934","SMAD3","C","KCNJ15",0.333333333333333
"24935","SMAD3","C","KDM4C",0.333333333333333
"24936","SMAD3","B","KIAA1217",0.5
"24937","SMAD3","C","MACF1",0.333333333333333
"24938","SMAD3","B","MAP4K4",0.5
"24939","SMAD3","C","MBP",0.333333333333333
"24940","SMAD3","C","MED15",0.333333333333333
"24941","SMAD3","C","MID1",0.333333333333333
"24942","SMAD3","C","MPRIP",0.333333333333333
"24943","SMAD3","C","MYLK",0.333333333333333
"24944","SMAD3","C","NABP1",0.333333333333333
"24945","SMAD3","C","NFATC2",0.333333333333333
"24946","SMAD3","C","PACS1",0.333333333333333
"24947","SMAD3","C","PHLDB2",0.333333333333333
"24948","SMAD3","C","PLCB4",0.333333333333333
"24949","SMAD3","C","PLEKHA7",0.333333333333333
"24950","SMAD3","C","PXN",0.333333333333333
"24951","SMAD3","C","RBMS1",0.333333333333333
"24952","SMAD3","C","RPGR",0.333333333333333
"24953","SMAD3","C","SAMD4A",0.333333333333333
"24954","SMAD3","C","SH3KBP1",0.333333333333333
"24955","SMAD3","C","SLC25A37",0.333333333333333
"24956","SMAD3","C","SMAD6",0.333333333333333
"24957","SMAD3","C","SMURF1",0.333333333333333
"24958","SMAD3","C","SYNJ2",0.333333333333333
"24959","SMAD3","C","SYTL2",0.333333333333333
"24960","SMAD3","C","TACC2",0.333333333333333
"24961","SMAD3","C","TBC1D1",0.333333333333333
"24962","SMAD3","C","TCF7L2",0.333333333333333
"24963","TCF7L2","C","SMAD3",0.333333333333333
"24964","SMAD3","C","TGIF1",0.333333333333333
"24965","SMAD3","C","TIAM2",0.333333333333333
"24966","SMAD3","C","TJP2",0.333333333333333
"24967","SMAD3","C","TLE3",0.333333333333333
"24968","SMAD3","C","TNFRSF1A",0.333333333333333
"24969","SMAD3","C","TNIP1",0.333333333333333
"24970","SMAD3","C","TPCN1",0.333333333333333
"24971","SMAD3","C","ZBTB20",0.333333333333333
"24972","SMAD3","C","ZFP36L1",0.333333333333333
"24973","SMAD3","C","ZFP36L2",0.333333333333333
"24974","SMAD3","C","ZSWIM6",0.333333333333333
"24975","SMAD4","C","AFF1",0.333333333333333
"24976","SMAD4","C","ARID1B",0.333333333333333
"24977","SMAD4","C","BCAS3",0.333333333333333
"24978","SMAD4","C","BNIP2",0.333333333333333
"24979","SMAD4","C","BRWD1",0.333333333333333
"24980","SMAD4","C","C8B",0.333333333333333
"24981","SMAD4","C","CACHD1",0.333333333333333
"24982","SMAD4","C","CGGBP1",0.333333333333333
"24983","SMAD4","C","DCDC1",0.333333333333333
"24984","SMAD4","B","DIP2C",0.5
"24985","SMAD4","C","FER",0.333333333333333
"24986","SMAD4","C","FLNB",0.333333333333333
"24987","SMAD4","C","FOXP1",0.333333333333333
"24988","SMAD4","C","FOXP3",0.333333333333333
"24989","SMAD4","C","GPR176",0.333333333333333
"24990","SMAD4","C","IL23R",0.333333333333333
"24991","SMAD4","C","KIFC3",0.333333333333333
"24992","SMAD4","C","MAGI2",0.333333333333333
"24993","SMAD4","C","MAP3K3",0.333333333333333
"24994","SMAD4","C","MCC",0.333333333333333
"24995","SMAD4","C","MCTP2",0.333333333333333
"24996","SMAD4","C","MYO5B",0.333333333333333
"24997","SMAD4","C","NCOA1",0.333333333333333
"24998","SMAD4","C","NCOA2",0.333333333333333
"24999","SMAD4","C","PHACTR2",0.333333333333333
"25000","SMAD4","B","PITX2",0.5
"25001","SMAD4","C","PLCB1",0.333333333333333
"25002","SMAD4","C","PTBP2",0.333333333333333
"25003","SMAD4","C","PXN",0.333333333333333
"25004","SMAD4","C","RHO",0.333333333333333
"25005","SMAD4","C","SAMD11",0.333333333333333
"25006","SMAD4","B","SBF2",0.5
"25007","SMAD4","C","SLC13A3",0.333333333333333
"25008","SMAD4","B","SMAD6",0.5
"25009","SMAD4","C","SPIN1",0.333333333333333
"25010","SMAD4","C","STAG1",0.333333333333333
"25011","SMAD4","C","SYNJ1",0.333333333333333
"25012","SMAD4","C","TEAD1",0.333333333333333
"25013","SMAD4","C","TMTC1",0.333333333333333
"25014","SMAD4","C","TRIM13",0.333333333333333
"25015","SMAD4","C","ULK2",0.333333333333333
"25016","SMAD4","C","ZNF664",0.333333333333333
"25017","SMAD4","C","ZNF846",0.333333333333333
"25018","SMAD5","C","ARID1B",0.333333333333333
"25019","SMAD5","C","ATXN2",0.333333333333333
"25020","SMAD5","C","DMTF1",0.333333333333333
"25021","SMAD5","C","HMGB1",0.333333333333333
"25022","SMAD5","C","HNRNPA3",0.333333333333333
"25023","SMAD5","C","NR3C1",0.333333333333333
"25024","SMAD5","C","REV1",0.333333333333333
"25025","SMAD5","C","RHOBTB3",0.333333333333333
"25026","SMAD5","C","SMC4",0.333333333333333
