"","source","confidence","target","mor"
"768","Sp1","A","Cd28",1
"769","Egr1","A","Cd28",1
"770","Sp1","A","Col1a1",-1
"771","Sp1","A","Timp1",1
"772","Tp53","A","Msh2",1
"773","Fos","A","Vegfa",1
"774","Fos","A","Il6",-1
"775","Usf1","A","Ptgs2",-1
"776","Hif1a","A","Hmox1",1
"777","Esr1","C","Ada",0.333333333333333
"778","Pax5","A","Cd19",1
"779","Rela","A","Nfkb1",1
"780","Ahr","A","Ugt1a6",1
"781","Stat6","A","Bcl2l1",1
"782","Tp53","A","Pold1",-1
"783","Hnf4a","A","Ghr",1
"784","Creb1","A","Bdnf",1
"785","Pparg","A","Pten",1
"786","Nr4a1","C","Tg",0.333333333333333
"787","Nr1h4","A","Abcb11",1
"788","Rela","A","Bcl3",1
"789","E2f1","A","Apaf1",1
"790","Tp53","A","Apaf1",1
"791","Ets1","A","Csnk2a2",1
"792","Sp3","A","Tnf",-1
"793","Rela","A","Csf2",1
"794","Tp53","A","Cdc25c",-1
"795","Pparg","A","Pck1",1
"796","Sp1","A","Agtr1a",1
"797","Tfap2a","A","Cdkn1a",1
"798","Hsf1","A","Hspa1a",1
"799","Spi1","A","Acp5",1
"800","Sp1","A","Mat2a",1
"801","Sp1","A","Ca9",1
"802","Stat3","A","Bcl2",1
"803","E2f1","A","Tert",1
"804","Bmal1","A","Cry1",1
"805","Bmal1","A","Per2",1
"806","Npas2","A","Cry1",1
"807","Npas2","A","Per1",1
"808","Npas2","A","Per2",1
"809","Sp1","A","Col2a1",1
"810","Sp3","A","Col2a1",-1
"811","Pax8","A","Bcl2",1
"812","Esr1","A","F12",1
"813","Tp53","A","Bbc3",1
"814","Foxo1","A","Pck1",1
"815","Sp1","A","Myc",1
"816","Sp1","A","Cyp7b1",1
"817","Tp53","A","Serpine1",1
"818","Nfkb1","A","Fas",1
"819","Smad3","A","Pthlh",1
"820","Sp1","A","Ifngr1",1
"821","Sp1","C","Sin3a",0.333333333333333
"822","Egr1","A","Cat",1
"823","Sp1","A","Gstp1",1
"824","Sp1","A","Gstp2",1
"825","Ets1","A","Abcb1a",1
"826","Tfap2c","A","Erbb2",1
"827","Sp3","A","Cyp3a11",1
"828","Sp3","A","Cyp3a41b",1
"829","Sp3","A","Cyp3a16",1
"830","Nfya","A","Sp3",1
"831","Nfat5","A","Tnf",1
"832","Sp3","A","Cyp3a13",1
"833","Sp1","A","Cyp3a13",1
"834","Egr1","A","Ccnd1",1
"835","Egr1","A","Cdkn1a",1
"836","Egr1","B","Pik3r1",0.5
"837","Ar","A","Jun",1
"838","Myc","A","Ccne1",1
"839","Sox9","A","Cdkn1a",1
"840","Sp3","A","Igfbp3",1
"841","Sp1","A","Igfbp3",1
"842","Stat5b","A","Igf1",1
"843","Cdx2","A","Klf4",1
"844","Tp53","A","Hipk2",1
"845","Pparg","A","Adipoq",1
"846","Hnf4a","A","Cyp8b1",1
"847","Sox10","A","Dct",-1
"848","Tp53","A","Pten",1
"849","Tp53","A","Egfr",1
"850","Klf4","A","Lama3",1
"851","Tbx5","A","Nppa",1
"852","Usf2","A","Top3a",1
"853","Elk1","A","Fos",1
"854","Fos","A","Fgf2",1
"855","Tp53","A","Chuk",-1
"856","Hnf4a","A","Pck1",1
"857","E2f1","A","Bcl2",1
"858","Sp1","A","Hras",1
"859","Nfkb1","A","Bcl2",1
"860","Sp1","B","Grin1",0.5
"861","Smad4","A","Fstl3",1
"862","Tp53","A","Afp",-1
"863","Foxm1","A","Ccnb1",1
"864","Foxm1","A","Ccnd1",1
"865","Pax8","A","Slc5a5",1
"866","Sp1","A","Pax6",1
"867","Rest","C","Mapk8ip1",-0.333333333333333
"868","Twist1","A","Cdkn1a",-1
"869","Ets1","B","Serpine1",0.5
"870","Gata3","A","Il13",-1
"871","Tp73","A","Cdk1",-1
"872","Atf6","A","Atp2a2",1
"873","Cebpg","A","Sftpd",1
"874","Cebpa","A","Sftpd",1
"875","Cebpb","A","Sftpd",1
"876","Tp53","A","Epha2",1
"877","Tp53","A","Tgfa",1
"878","Sp1","A","Oprm1",1
"879","Sp3","A","Oprm1",1
"880","Jun","A","App",1
"881","Esr1","A","Stat5a",1
"882","Stat5a","A","Esr1",1
"883","Stat5a","A","Esr2",1
"884","Stat5b","A","Esr1",1
"885","Fos","B","Stat3",0.5
"886","Stat3","A","Fos",1
"887","E2f4","A","Myc",-1
"888","Myc","B","Smad3",0.5
"889","Smad3","A","Myc",-1
"890","Tp53","A","Ptpn13",1
"891","Creb1","A","Il6",1
"892","Creb1","B","Brca1",0.5
"893","Nr1h4","A","Nr0b2",1
"894","Egr1","A","Ace",1
"895","Stat5a","C","Cish",0.333333333333333
"896","Tp53","A","Bcl2l1",-1
"897","Tp53","A","Mki67",-1
"898","Tp53","A","Birc5",-1
"899","Mef2a","A","Slc2a4",1
"900","Ets1","A","Ece1",1
"901","Esr1","A","Fos",1
"902","Ppara","A","Pck1",1
"903","Thrb","C","Myh6",0.333333333333333
"904","Jun","A","Ngf",1
"905","Jun","A","Fas",1
"906","Sox10","A","Mbp",1
"907","Sox10","A","Gjb1",-1
"908","Foxo1","C","Igf1r",0.333333333333333
"909","Jun","A","Fos",1
"910","Rbpj","A","Hey2",1
"911","Sp1","A","Chrnb4",1
"912","Egr1","A","Faslg",1
"913","Cebpb","A","Il5",1
"914","Rela","A","Ccl20",1
"915","Cebpa","A","Csf3r",1
"916","Gabpa","C","Utrn",0.333333333333333
"917","Esr1","A","Ncoa3",1
"918","Foxo4","A","Bcl6",1
"919","Rest","A","Bdnf",-1
"920","Sp3","A","Agtr1a",1
"921","Stat5b","C","Cdkn1a",0.333333333333333
"922","Egr1","A","Pten",1
"923","Pou2f1","A","Il2",1
"924","Pou2f1","A","Il4",1
"925","Tp53","A","Klk1b11",-1
"926","Tp53","A","Klk1b8",-1
"927","Tp53","A","Klk1",-1
"928","Tp53","A","Klk1b21",-1
"929","Tp53","A","Klk1b3",-1
"930","Tp53","A","Klk1b24",-1
"931","Tp53","A","Klk1b22",-1
"932","Tp53","A","Klk1b1",-1
"933","Tp53","A","Klk1b9",-1
"934","Tp53","A","Klk1b5",-1
"935","Tp53","A","Klk1b26",-1
"936","Tp53","A","Klk1b16",-1
"937","Tp53","A","Klk1b4",-1
"938","Tp53","A","Klk1b27",-1
"939","Mitf","A","Acp5",1
"940","Tp53","A","Mmp2",1
"941","Ppara","A","Fads2",1
"942","Srebf1","C","Fads2",0.333333333333333
"943","Bmal1","A","Cry2",1
"944","Clock","A","Cry1",1
"945","Clock","A","Cry2",1
"946","Clock","A","Per2",1
"947","Sp1","A","Cdkn2b",1
"948","Hnf4a","B","Aldh2",-0.5
"949","Sp1","A","Bsg",1
"950","Mitf","B","Cdh1",0.5
"951","Tp53","A","Hnf4a",-1
"952","Spi1","A","Dab2",1
"953","Pdx1","A","Gck",1
"954","Ets1","A","Mmp1a",1
"955","Creb1","A","Nr4a3",1
"956","Egr1","A","Egfr",1
"957","Spi1","A","Vav1",1
"958","Sp1","A","Ier3",1
"959","Tp53","A","Ier3",1
"960","Sp1","A","Abcc3",1
"961","Irf7","A","Ifnb1",1
"962","Creb1","A","Cyp19a1",1
"963","Nr2f1","A","Cyp19a1",-1
"964","Stat3","A","Bcl2l1",1
"965","Esr1","A","Fbln1",1
"966","Tp53","A","Siah1a",1
"967","Sp1","A","Tyms",1
"968","Usf1","A","Abca1",1
"969","Usf2","A","Abca1",1
"970","Creb1","A","Cyp11a1",1
"971","Hnf4a","A","G6pc1",1
"972","Tp53","A","Ctsd",1
"973","Rbpj","C","Hes5",0.333333333333333
"974","Sp1","A","Cyp27a1",1
"975","Hnf4a","A","Cyp27a1",1
"976","Sp3","A","Cyp27a1",1
"977","Ppara","A","Cd36",1
"978","Pparg","A","Mmp1a",-1
"979","Egr1","A","Dmrt1",1
"980","Sp1","A","Ubc",1
"981","E2f3","A","Cdkn2a",1
"982","Creb1","A","Nr4a2",1
"983","Atf2","A","Ptgs2",1
"984","Srebf1","A","Acaca",1
"985","Creb1","A","Ifng",1
"986","Sp1","A","Met",1
"987","Fos","A","Star",1
"988","Snai2","A","Cdh1",-1
"989","Sp1","A","Itgax",1
"990","Hnf4a","B","Axin2",0.5
"991","Yy1","C","Ndufs8",0.333333333333333
"992","Nfe2","B","Tbxas1",0.5
"993","Egr1","A","Jun",1
"994","Maf","A","Il4",1
"995","Atf4","A","Asns",1
"996","Vdr","A","Egfr",-1
"997","Usf2","A","Ptgs2",1
"998","Ets1","A","Faslg",1
"999","Gata3","A","Ifng",1
"1000","Tp53","A","Ddb2",1
"1001","Pparg","A","Myc",-1
"1002","Esr1","A","Cyp19a1",1
"1003","Tp53","A","Irf5",1
"1004","Nr2f2","A","Hnf4a",-1
"1005","Hnf4a","B","Nr2f2",0.5
"1006","Hnf4a","A","Ppara",1
"1007","Ppara","A","Nfkbia",1
"1008","E2f1","A","Tp73",1
"1009","Fli1","C","Ets1",0.333333333333333
"1010","Ets1","A","Fli1",1
"1011","Cebpb","A","Cyp19a1",-1
"1012","Cebpd","A","Cyp19a1",-1
"1013","Hsf1","C","Serpinh1",0.333333333333333
"1014","Cebpa","C","Cpb2",0.333333333333333
"1015","Nfkb1","A","Ifnb1",1
"1016","Rela","A","Ifnb1",1
"1017","Egr1","A","Pparg",-1
"1018","Myc","A","Prdx3",1
"1019","Ppara","C","Dbi",0.333333333333333
"1020","Pparg","A","Dbi",1
"1021","Nfe2l2","C","Gstp1",0.333333333333333
"1022","Nfe2l2","C","Gstp2",0.333333333333333
"1023","Rela","A","Il2",1
"1024","Lef1","A","Dct",1
"1025","Creb1","B","Per1",0.5
"1026","Cebpa","A","Spi1",1
"1027","Cebpe","A","Spi1",-1
"1028","Rara","A","Cebpe",1
"1029","Spi1","B","Rara",0.5
"1030","Sp1","A","Bcl2",1
"1031","Ets1","A","Mmp3",1
"1032","Lef1","A","Eda",1
"1033","Ets1","A","Mmp2",1
"1034","Usf1","A","Tert",1
"1035","Esr1","A","Oxt",-1
"1036","Foxo3","A","Gadd45a",1
"1037","Foxo4","A","Gadd45a",1
"1038","Pax5","A","Prdm1",-1
"1039","Mef2d","A","Jun",1
"1040","Sp1","A","Pnoc",1
"1041","Creb1","C","Crh",0.333333333333333
"1042","Ar","A","Akt1",1
"1043","E2f3","A","E2f1",1
"1044","E2f1","A","E2f3",1
"1045","Jun","A","Gja1",1
"1046","Sp1","A","Kdr",-1
"1047","Ar","C","Rara",0.333333333333333
"1048","Jun","A","Ddit3",1
"1049","Cebpa","A","Hp",1
"1050","E2f1","A","Cdkn2c",1
"1051","Sp1","A","Cdkn2c",1
"1052","Ebf1","C","Tcf3",0.333333333333333
"1053","Srebf2","A","Sqle",1
"1054","Mitf","A","Bcl2",1
"1055","Usf2","A","Pklr",1
"1056","Tp53","A","Casp6",1
"1057","Sp1","A","Mmp14",-1
"1058","Egr1","A","Apoa1",1
"1059","Foxa2","A","Apoa1",1
"1060","Creb1","A","Cpt1a",1
"1061","E2f1","A","Pparg",1
"1062","E2f4","A","Pparg",-1
"1063","Atf2","A","Nr4a2",1
"1064","Nr1i3","A","Ugt1a1",1
"1065","Ets1","A","Atp2a3",1
"1066","Esr1","A","Tert",1
"1067","Spi1","A","Fcgr1",1
"1068","Sp1","A","Cdkn2a",1
"1069","Creb1","A","Fos",1
"1070","Esr1","A","Cav1",-1
"1071","Pou2f1","A","Vcam1",-1
"1072","Pitx1","A","Fshb",1
"1073","Stat3","A","Ccnd1",1
"1074","Mafg","A","Nqo1",1
"1075","Mafk","A","Nqo1",-1
"1076","Hif1a","A","Ca9",1
"1077","Tp53","A","Atf3",1
"1078","Esr1","A","Crh",-1
"1079","Rela","B","Gadd45b",0.5
"1080","Tp53","A","Slc6a6",-1
"1081","Bcl6","A","Prdm1",-1
"1082","Tfap2a","A","Sp1",1
"1083","Cebpa","A","Hamp",1
"1084","Gata1","A","Hbb-b1",1
"1085","Rela","C","Nod2",0.333333333333333
"1086","Nfkb1","A","Nod2",1
"1087","Sp1","A","Cd14",1
"1088","Hif1a","A","Lep",1
"1089","Nfkb1","A","Irf4",1
"1090","Tfap2a","A","Slc19a1",1
"1091","Egr1","A","Ldlr",1
"1092","Usf1","A","Serpine1",1
"1093","Tp53","A","Xpc",1
"1094","Lef1","A","Rag2",1
"1095","Foxo3","A","Tnfsf10",1
"1096","Foxo1","A","Tnfsf10",1
"1097","Gata2","C","Cyp19a1",0.333333333333333
"1098","Hif1a","A","Bhlhe41",1
"1099","Bach1","A","Hmox1",-1
"1100","Fli1","A","Gp6",1
"1101","Gata1","A","Gp6",1
"1102","Rel","A","Ier3",1
"1103","Myc","A","Ier3",-1
"1104","Nfkb1","A","Ier3",1
"1105","Rela","A","Ier3",1
"1106","Sp1","A","Taf7",1
"1107","E2f4","A","Tert",-1
"1108","Mafa","A","Ins2",1
"1109","Nfe2l2","C","Keap1",0.333333333333333
"1110","Hif1a","A","Nt5e",1
"1111","Tp53","A","Fdxr",1
"1112","Esr1","A","Grin2d",1
"1113","Stat4","A","Prf1",1
"1114","Sp1","A","Adipoq",1
"1115","Myc","A","Bbc3",1
"1116","Ets1","C","Prf1",0.333333333333333
"1117","Jun","A","Serpine1",1
"1118","Pou2f1","A","Ccnd1",1
"1119","Atf1","A","Ciita",1
"1120","Stat3","A","Birc5",1
"1121","Bmal1","A","Bhlhe40",1
"1122","Clock","A","Bhlhe40",1
"1123","Clock","A","Bhlhe41",1
"1124","Sox9","A","Col9a1",1
"1125","Tp53","A","Bid",1
"1126","Tp53","A","Pttg1",-1
"1127","Sp1","A","Pttg1",1
"1128","Cdx2","A","Cdh17",1
"1129","Egr1","A","Ret",1
"1130","Rel","A","Sele",1
"1131","E2f2","A","Cdc6",1
"1132","E2f3","A","Cdc6",1
"1133","E2f1","A","Cdc6",1
"1134","Rel","A","Birc3",1
"1135","Irf1","A","Il12b",-1
"1136","Hes1","A","Dbf4",1
"1137","Egr1","C","Drd2",0.333333333333333
"1138","Egr1","C","Map3k1",0.333333333333333
"1139","Nfkb1","A","Il1rn",1
"1140","Esr1","A","Sp3",1
"1141","Smad4","A","Cdkn2b",1
"1142","Fos","A","Csf2",1
"1143","E2f1","A","Mycn",1
"1144","E2f2","A","Mycn",1
"1145","E2f3","A","Mycn",1
"1146","Tp53","A","Vcan",1
"1147","Ets1","A","Tfrc",-1
"1148","Mitf","A","Snai2",1
"1149","Ets2","A","Psen1",1
"1150","Fos","A","Pgr",1
"1151","Jun","A","Pgr",-1
"1152","Lef1","A","Cdx1",1
"1153","E2f4","A","Stmn1",1
"1154","Myc","A","Id2",1
"1155","Tp53","A","Sfn",1
"1156","Nfatc2","A","Cdk4",-1
"1157","Egr1","A","Chga",1
"1158","Sp1","A","Rps3a",1
"1159","Sp3","A","Slc9a3",1
"1160","Sp1","A","Tbxa2r",1
"1161","E2f1","A","Pcna",1
"1162","Nfkb1","A","Egfr",1
"1163","Nfkb2","C","Egfr",0.333333333333333
"1164","Ets1","A","Csf2",1
"1165","Tcf3","C","Pax5",0.333333333333333
"1166","Srebf1","C","Fabp6",0.333333333333333
"1167","Irf1","A","Il4",1
"1168","Irf2","C","Il4",0.333333333333333
"1169","Epas1","B","Hif1a",0.5
"1170","Yy1","A","Dek",1
"1171","Hes1","A","Ptgds",-1
"1172","Hoxa10","A","Igfbp1",1
"1173","Cebpa","A","Cdkn1a",1
"1174","Tp53","A","Mgmt",-1
"1175","Pparg","A","Retn",-1
"1176","Nr4a1","C","Serpine1",0.333333333333333
"1177","Zeb2","A","Cdh1",-1
"1178","Irf1","A","Il12a",1
"1179","Cebpa","A","Ltf",1
"1180","Pparg","B","Smad3",0.5
"1181","E2f1","A","Atm",1
"1182","Creb1","A","Star",1
"1183","Sp1","A","Cat",1
"1184","Hif1a","B","Crebbp",0.5
"1185","Pparg","C","Lrp1",0.333333333333333
"1186","Pitx2","A","Fshb",1
"1187","Smad4","A","Fshb",1
"1188","Egr1","A","Il2",1
"1189","Nfatc1","A","Il2",1
"1190","Egr1","A","Abca2",1
"1191","Max","A","Odc1",1
"1192","Mxd1","A","Odc1",-1
"1193","Fos","A","Myc",1
"1194","Rela","A","Cd86",1
"1195","Yy1","A","Ifnb1",-1
"1196","Tlx1","A","Aldh1a1",-1
"1197","Klf6","A","Nos2",1
"1198","Hnf4a","A","Myc",1
"1199","Tp53","A","Brca2",-1
"1200","Rela","A","Ccl5",1
"1201","Tp53","A","Thbs1",1
"1202","Ets1","A","Pf4",1
"1203","Gata1","A","Pf4",1
"1204","E2f1","A","Ccnd3",1
"1205","Ets1","A","Nrp1",1
"1206","Nr2c2","B","Nr2c1",0.5
"1207","Sp3","A","Ca9",1
"1208","Jun","A","Faslg",1
"1209","Jun","A","Ifng",1
"1210","Ets2","A","Pthlh",1
"1211","E2f1","A","Cdk1",1
"1212","Esr1","A","Ncoa1",1
"1213","Ets2","A","Brca1",-1
"1214","Egr1","A","Col2a1",-1
"1215","Tp63","A","Sfn",1
"1216","Myod1","A","Acacb",1
"1217","Ets2","A","Csf2",1
"1218","Ar","A","Gtf2f1",1
"1219","Pou2f1","A","Spp1",1
"1220","Nfe2l2","C","Gclm",0.333333333333333
"1221","Esr1","A","Ccn5",1
"1222","Nr0b1","A","Nr1h4",-1
"1223","Nfe2l2","A","Txn",1
"1224","Cebpb","A","Insr",1
"1225","Sp1","A","Insr",1
"1226","Fos","A","Ccl12",1
"1227","Tp53","A","Nme1",1
"1228","Egr1","A","Cd44",1
"1229","Gata1","C","Myb",0.333333333333333
"1230","Tp53","A","E2f1",-1
"1231","E2f1","A","Tp53",1
"1232","Irf4","A","Cd68",-1
"1233","Spi1","A","Cd68",-1
"1234","Irf8","A","Cd68",-1
"1235","Sp1","A","Ugdh",1
"1236","Sp1","A","Wt1",1
"1237","Rela","A","Cxcr4",1
"1238","Tp53","A","Arid3a",1
"1239","Sp3","A","Dnase2",1
"1240","Sp1","B","Ets1",0.5
"1241","Ppara","A","Apoa5",1
"1242","Rara","A","Cyp26a1",1
"1243","Nr5a1","A","Amhr2",1
"1244","Esr1","A","Cdh1",1
"1245","Irf1","A","Cdk2",-1
"1246","Sp1","B","Sqstm1",0.5
"1247","Ets1","A","Cdkn1a",1
"1248","Esr1","A","Cad",1
"1249","Rela","A","Elf3",1
"1250","Nfkb1","A","Elf3",1
"1251","Elk1","A","Psen1",1
"1252","Esr1","A","Mdm2",1
"1253","Ets2","A","Mdm2",1
"1254","Tp53","A","Esr1",1
"1255","Esr1","A","Tp53",-1
"1256","Runx2","A","Ibsp",1
"1257","Sp1","A","Fgl2",1
"1258","Tp53","A","Egr1",1
"1259","Egr1","A","Tp53",1
"1260","Pax6","B","Mitf",0.5
"1261","Nfkb1","A","Ifng",1
"1262","Pparg","A","Scarb1",1
"1263","Srebf1","A","Acacb",1
"1264","Tp53","A","Prkab1",1
"1265","Spi1","B","Mbp",0.5
"1266","Hnf4a","A","Nr1i2",1
"1267","Pparg","A","Slc2a4",-1
"1268","Nfkb1","A","Myc",1
"1269","Tp53","B","Traf4",0.5
"1270","Dnmt1","A","Esr1",1
"1271","Fos","B","Prkce",0.5
"1272","Sp1","A","Cyp1b1",1
"1273","Sp1","A","Stard3",1
"1274","Sp1","A","Pth",1
"1275","Irf1","B","Nod1",0.5
"1276","Hsf2","A","Hspa4",1
"1277","Gata1","C","Bace1",0.333333333333333
"1278","Tfap2a","A","Plaur",1
"1279","Sp1","A","Atp2a2",1
"1280","Mitf","A","Mlana",1
"1281","Foxo1","A","Pdk4",1
"1282","Atf3","C","Hspb1",0.333333333333333
"1283","Spi1","B","Cdk6",0.5
"1284","Gata3","B","Runx1",0.5
"1285","Irf1","A","Ogn",1
"1286","Nfkb2","A","Bcl2",1
"1287","Atf2","A","Ifng",1
"1288","Pparg","A","Rarb",1
"1289","Ets1","A","Tfap2a",1
"1290","Tfap2a","A","Ets1",1
"1291","Cebpb","A","Il10",1
"1292","Myc","A","Jun",1
"1293","Jun","A","Myc",1
"1294","Klf4","A","Gpa33",1
"1295","Hnf1b","C","B3galt5",0.333333333333333
"1296","Usf1","B","Igf2r",0.5
"1297","Usf2","A","Igf2r",1
"1298","Nfya","C","Nfyc",0.333333333333333
"1299","Rela","A","S100a6",1
"1300","Tp53","A","Mad1l1",-1
"1301","Atf3","A","Asns",1
"1302","Ppara","A","Apoa1",1
"1303","Egr1","A","Ar",-1
"1304","Tp53","A","Dusp1",1
"1305","Insm1","A","Neurod1",1
"1306","Pgr","A","Hltf",1
"1307","Esr1","A","Egfr",1
"1308","Egr1","B","Ubc",0.5
"1309","Junb","C","Ubc",0.333333333333333
"1310","E2f6","A","Brca1",-1
"1311","E2f6","A","Rbbp4",-1
"1312","Hnf4a","A","F2",1
"1313","Sp3","A","F2",1
"1314","Foxo3","A","Bcl2l11",1
"1315","Cebpa","A","Ptgs2",1
"1316","Usf1","A","Cyp19a1",-1
"1317","Usf2","A","Cyp19a1",-1
"1318","Usf1","A","Cd2",1
"1319","Tp53","A","Ifi205a",1
"1320","Tp53","A","Pyhin1",1
"1321","Tp53","A","Ifi208",1
"1322","Tp53","A","Q504N7",1
"1323","Tp53","A","Ifi204",1
"1324","Tp53","A","Ifi203",1
"1325","Tp53","A","Mndal",1
"1326","Tp53","A","Mnda",1
"1327","Smad4","B","Gadd45b",0.5
"1328","Runx1","A","Itgax",1
"1329","Myc","A","Ccna2",1
"1330","Cebpa","A","Tf",1
"1331","Usf2","A","Tert",1
"1332","Tp53","A","Dusp5",1
"1333","Rest","A","Glra1",1
"1334","Hnf1a","A","Ugt1a6",1
"1335","Nr4a1","A","E2f1",1
"1336","Cebpa","A","Elane",1
"1337","Atf6","A","Xbp1",1
"1338","Stat2","B","Eif2ak2",0.5
"1339","Jun","A","Krt16",1
"1340","Sp1","A","Krt16",1
"1341","Jun","A","Plat",1
"1342","Creb1","A","Npy",1
"1343","Rfx5","A","Col1a2",-1
"1344","Cebpa","A","Bcl2",1
"1345","Nr2f1","A","Lhcgr",-1
"1346","Sp1","A","F2r",1
"1347","Fos","A","Nr3c1",-1
"1348","Wt1","A","Pdgfa",-1
"1349","Creb1","A","Vip",1
"1350","Jun","A","Fosl1",1
"1351","Jund","A","Fosl1",1
"1352","Cebpa","A","Afp",1
"1353","Gata1","B","Tal1",0.5
"1354","Gata2","B","Tal1",0.5
"1355","Mef2a","C","Mb",0.333333333333333
"1356","Pou2f1","C","Lpl",0.333333333333333
"1357","Sp1","C","Mgmt",-0.333333333333333
"1358","Cebpb","C","Cd44",0.333333333333333
"1359","Stat5a","A","Bcl2",1
"1360","Tbp","A","Myc",1
"1361","Hif1a","A","Ptgs2",1
"1362","Ets2","A","Anpep",1
"1363","Sp1","A","Dck",1
"1364","Tfap2a","A","Egfr",1
"1365","Creb1","A","Hmox1",1
"1366","Ppara","A","Pank1",1
"1367","Sox10","A","Ret",1
"1368","Jun","A","Mat2a",1
"1369","Gata4","A","Nos3",1
"1370","Sp3","A","Nos3",1
"1371","Gli1","A","Bcl2",1
"1372","Runx1","A","Prkcb",1
"1373","Fos","A","Nos2",1
"1374","Nfkb1","A","Nos3",1
"1375","Rela","A","Nos3",1
"1376","Nfkb1","A","Ar",-1
"1377","Hnf4a","C","Slc27a5",0.333333333333333
"1378","Egr1","A","Psen2",-1
"1379","Lef1","A","Elane",1
"1380","Hoxd3","A","Itga5",1
"1381","Fli1","A","Tert",1
"1382","Hif1a","A","Gck",1
"1383","Hnf4a","C","Gck",0.333333333333333
"1384","Tp53","A","Kat2b",1
"1385","Esr2","A","Tgfa",1
"1386","Nfic","A","Smug1",1
"1387","Usf1","A","Pigr",1
"1388","Sp3","A","Mycn",1
"1389","Tp53","A","Ada",1
"1390","Stat4","A","Il2ra",1
"1391","Ar","A","Ncoa2",-1
"1392","Egr1","A","Gdf15",1
"1393","Pgr","A","Vegfa",-1
"1394","Usf1","A","Ctsb",1
"1395","Usf2","A","Ctsb",1
"1396","Rel","A","Il1b",1
"1397","Pparg","A","Plin2",1
"1398","Nr3c1","A","Nr1i3",1
"1399","E2f1","A","Bbc3",1
"1400","Nfic","A","Cyp17a1",1
"1401","Esr1","A","Jun",1
"1402","Fos","A","Il1b",1
"1403","Jund","A","Nos2",1
"1404","Stat3","A","Ptgs2",1
"1405","Nfkb1","A","Il4",1
"1406","Rela","A","Il4",1
"1407","Stat5a","A","Pim1",1
"1408","Gata2","A","Gata1",1
"1409","Egr2","A","Igf2",1
"1410","Tfap2a","A","Bace1",1
"1411","Sp1","A","App",1
"1412","Znf143","C","Taldo1",0.333333333333333
"1413","Pparg","A","Nr1h3",1
"1414","Nr1h3","C","Pparg",0.333333333333333
"1415","Sp1","A","Alox8",1
"1416","Cebpa","A","Spp1",1
"1417","Tp53","A","Pml",1
"1418","Egr1","A","Ptges",1
"1419","Esr1","A","Myc",1
"1420","Myc","C","Hsp90aa1",0.333333333333333
"1421","Cebpd","A","C3",1
"1422","Usf1","B","Bhlhe40",0.5
"1423","Sp1","A","Klk1b11",1
"1424","Sp1","A","Klk1b8",1
"1425","Sp1","A","Klk1",1
"1426","Sp1","A","Klk1b21",1
"1427","Sp1","A","Klk1b3",1
"1428","Sp1","A","Klk1b24",1
"1429","Sp1","A","Klk1b22",1
"1430","Sp1","A","Klk1b1",1
"1431","Sp1","A","Klk1b9",1
"1432","Sp1","A","Klk1b5",1
"1433","Sp1","A","Klk1b26",1
"1434","Sp1","A","Klk1b16",1
"1435","Sp1","A","Klk1b4",1
"1436","Sp1","A","Klk1b27",1
"1437","Hif1a","A","Nr4a1",1
"1438","Myb","A","Elane",1
"1439","Ets1","A","Tnc",1
"1440","Irf1","A","Tap1",1
"1441","Mitf","A","Fos",1
"1442","Rbpj","A","Hey1",1
"1443","Hnf4a","A","Epo",1
"1444","Smad3","A","Epo",1
"1445","Sp1","A","Epo",1
"1446","Mitf","A","Trpm1",1
"1447","Sp1","A","Pck1",1
"1448","Atf4","A","Vegfa",1
"1449","Runx1","B","Ccnd3",0.5
"1450","Pparg","A","Sat1",1
"1451","Lef1","A","Cldn2",1
"1452","Creb1","A","Etv3",1
"1453","Usf1","A","Tgfb1",1
"1454","Usf2","A","Tgfb1",1
"1455","Stat3","A","Trh",1
"1456","Myc","A","Mybl2",1
"1457","Mybl2","A","Myc",1
"1458","Cebpb","A","Alb",1
"1459","Sp1","A","Nr3c1",1
"1460","Esr1","A","Abcg2",1
"1461","Spi1","A","Tgfbr2",1
"1462","Etv4","A","Tgfbr2",1
"1463","Mitf","A","Best1",1
"1464","Hnf1a","A","Apoh",1
"1465","Etv4","A","Wt1",1
"1466","Gata4","A","Cyp17a1",1
"1467","Gata6","A","Cyp17a1",1
"1468","Sp1","A","Cyp17a1",1
"1469","Jun","A","Spp1",1
"1470","Tfap4","A","Mdm2",-1
"1471","Irf1","C","Casp8",0.333333333333333
"1472","Rara","A","Cxcr5",1
"1473","Srebf1","A","Ldlr",1
"1474","Smad3","A","Tnc",1
"1475","Smad4","A","Tnc",1
"1476","Znf148","A","Mmp3",1
"1477","Rest","C","Vip",-0.333333333333333
"1478","Rela","A","Gstp1",1
"1479","Rela","A","Gstp2",1
"1480","Tp53","A","Plk1",-1
"1481","Sp1","A","Tgfa",1
"1482","Nr4a1","A","Cyp17a1",1
"1483","Crem","A","Ccna2",-1
"1484","Epas1","A","Serpine1",1
"1485","Jund","A","Plaur",1
"1486","Esr1","A","Bmp6",1
"1487","Pparg","A","Cdkn1a",1
"1488","Tp53","A","Chek2",-1
"1489","Myb","A","Nr3c1",1
"1490","Cebpb","A","Abcb1a",1
"1491","Esr1","A","Hoxa10",1
"1492","Pax6","A","Gck",1
"1493","Cebpg","C","Rtn4",0.333333333333333
"1494","Hif1a","A","Timp1",1
"1495","Runx1","B","Timp1",0.5
